fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd
IRMGARD,,BERGER,,1956,5,20
HELGA,CHRISTEL,WINTER,,1931,6,28
HANNELORE,,POHL,,1947,7,19
PETRA,,MUELLER,,1966,9,2
MONIKA,,NEUMANN,,1976,9,15
ANNA,,WAGNER,,1961,1,17
MONIKA,,HOFFMANN,,1982,5,4
JUTRTA,,SCHNEIDER,,2001,8,29
MANUELA,,WOLF,,1981,9,30
GERTRUD,,HOFFMANN,,1942,12,7
BIRGIT,,KLEIN,,1999,9,11
CLAUDIAH,,KLEIN,,1940,3,22
ANNA,,HOFFMANN,,1965,5,26
ELFRIEDE,,WOLF,,1965,10,10
MARIA,,SCHMIDT,,1956,2,4
MARIANNE,,BECKER,,2000,4,12
STEFANIE,,PFEIFFER,,1968,3,28
INGE,,MAIDR,,2006,12,18
ANNA,,SCHROEDER,,1958,4,29
URSULA,,SCHULZE,,1966,10,25
SABINE,KARIN,WEBER,,1959,11,14
GERTRUD,,MEIER,,1975,5,8
ELKE,,SCHUMACHER,,1934,9,20
GISELA,,SCHMIDT,,1961,5,25
CORNELIA,,MEYER,,1944,4,27
HELGA,,KRAUSE,,1944,4,17
ANGELIKA,,SCHMIDT,,1980,4,22
ANKE,,SCHUSTER,,2002,2,9
STEFANIE,,KOEHLER,,1998,10,12
INGRID,,ERNST,,1949,3,4
LIESELOTTE,,ZIMMERMANN,,1982,8,8
MONIKA,,RICHTER,,1941,6,30
SUSANNE,,KRAUS,,1942,8,6
GERTRUD,,MUELLER,,1986,11,19
PETRA,,SCHUMACHER,,2008,6,6
KATHRIN,,MUELLER,,1995,8,21
ELKE,,BOEHM,,1944,10,24
CHRISTINE,,WEBER,,1931,9,6
ROSEMARIE,,DIETRICH,,1954,10,14
ELISABETH,,THOMAS,,1991,2,3
ELKE,,SCHMID,,1972,6,26
ASTRID,,HERRMANN,,1945,2,20
MARTHA,,SCHULZ,,1936,1,6
MARIA,,WINTER,,1950,6,30
GIESELA,,KOEHLER,,1995,10,1
GISELA,,SCHNEIDER,,1943,5,7
EDITH,,SCHMIDT,,1991,11,21
HERTHA,,BAUER,,1957,12,27
INGRID,,RICHTER,,1975,2,25
KATJA,,KRUEGER,,1996,7,15
BIRGIT,,VOGT,,1970,10,14
RENATE,,WINTER,,1996,1,18
HEIKE,,SOMMER,,1929,4,19
GERDA,,RICHER,,1934,2,12
UTE,,SCHULZ,,1944,12,20
HELGA,,MUELOER,,1938,10,5
HELGA,,KOERTIG,,1984,4,29
MARTINA,,MEIER,,1941,9,2
GABRIELE,,PFEIFFER,,1989,3,18
URSULA,,WALTER,,1999,9,10
CHRISTIANE,,SCHUMACHER,,1933,2,1
ERIKA,,MUELLER,,1980,6,21
HELGA,,HEINRICH,,1952,11,6
SABIINE,,FISCHER,,1965,1,12
CHRISTEL,,MOELLER,,1969,7,2
STEFANIE,,KAISER,,1932,2,17
CLAUDIA,,LANGE,,1986,7,9
HELGA,,BERGER,,1960,9,29
KATHRIN,,MUELLER,,1925,8,14
KIRSTEN,,KOEHLER,,1957,3,16
JUTTA,,SCHMIDT,,1932,5,17
UTE,,MUELLER,,1977,6,16
RENATE,,RICHTER,,1949,12,21
SABINE,,SCHREIBER,,1997,9,3
INGE,,SCHMIDT,,1993,8,13
INGRID,,HAHN,,1951,4,29
ILSE,,SCHREIBER,,2002,4,23
HANNELORE,,WAGNER,,1955,2,2
MARGARETE,FRIEDA,WEISS,,1945,7,31
ILSEL,ANNA,SCHUMACHER,,1958,12,25
SABINE,,JAEGER,,1977,11,15
GERDA,,KELLER,,1947,8,16
KARIN,,RICHTER,,1965,1,19
CLAUDIA,,MAIER,,2003,5,8
NICOLE,BIRGIT,WEBER,,1965,8,2
KARIN,,SCHMITT,,1972,11,18
ANNA,RENATE,WAGNER,,1948,3,9
MONIKA,,FRANK,,1939,11,5
HELGAO,,SAUER,,1958,2,13
ANNA,,HOFFMANN,,1977,4,2
ILSE,,SOMMER,,1938,7,4
HELGA,,LANGE,,1958,3,2
SILVIA,,MUELLER,,1998,7,30
INGRID,,GUENTHER,,1936,4,13
SUSANNE,,MUELLER,,1945,3,8
HANNELORE,MARTHA,POHL,,1995,12,14
BARBARA,,BAUER,,1981,8,1
INGRID,,ENGEL,,1979,6,9
PETRA,,SCHMIDT,,1981,6,30
RENATE,,PFEIFFER,,1991,5,18
HILDEGARD,,MECER,,1937,9,6
RUTH,,HEINRICH,,1946,11,4
HELENE,,KRAUSE,,1978,11,5
EVA,,SCHMIDT,,1941,12,22
HELGA,,LANGE,,2006,6,6
MARGARETE,,MEIER,,1991,11,6
WALTRAUD,,WOLF,,1998,10,28
GERDA,,VOGEL,,1958,9,13
BAERBEGL,ANNA,SCHMIDT,,1972,9,1
MONIKA,,ALBRECHT,,1990,3,24
INGRID,,SCHMIDT,,1980,3,21
BIRGIT,,WINTER,,1948,3,7
FRIEDA,,SCHMIDT,,1932,2,23
BRITTA,,SOMMER,,1967,4,15
GERDA,,BAUMANN,,1993,12,29
BAERBEL,,WINTER,,1964,6,7
HELGA,,STEIN,,1984,9,1
GISELA,,SCHULZ,,1973,12,24
BIRGIT,ELKE,KLEIN,,1955,6,9
MARION,,MUELLER,,1971,10,23
ERIKA,,MOELLER,,1953,10,2
GISELA,,SCHMIDT,,1961,11,5
HELGA,,BUSCH,,1946,8,19
WALTRAKUD,,SCHULZ,,1991,2,2
BIRGIT,,MAYER,,1971,2,22
MONIKA,,MEYER,,1938,8,25
CHRISTINE,,SCHMIDT,,1928,11,23
BIRGIT,,NEUMANN,,1959,8,29
KATHRIN,,SCHMIDT,,1964,10,20
SABINE,,MUELLER,,1964,11,3
ILSE,,HAHN,,1940,9,3
INGRID,,SCHMIDT,,1940,5,23
MARTINA,,FISCHER,,1957,7,18
KARIN,,MAIER,,1989,12,11
MARIA,,LANG,,1939,4,17
KERSTIN,,LORENZ,,1969,7,31
INGRID,,LUDWIG,,2004,7,11
INGEBORG,,SCHMIDT,,1970,10,1
BRIGITTE,,HORN,,1975,10,14
ERIKA,,KAOCH,,1960,3,19
ELKE,,SCHULZE,,1951,1,1
GERTRUD,,FISCHER,,1999,10,4
URSULA,,MUELLER,,1993,2,10
JUTTA,,FUCHS,,1995,6,8
ELISABETH,,BECKER,,1989,1,8
GERTRUD,,WERNER,,1977,5,21
RENATE,,SCHUBERT,,1928,7,14
NICOLE,,WEBER,,1990,1,10
INGRID,,WEBER,,1962,5,24
ERIKA,,SCHMIDT,,1951,1,14
SUSANNE,ANNA,SCHUBERT,,1930,1,24
SABINE,,SCHWARZ,,1934,1,16
MONIKA,,WOLFF,,1947,3,31
NICOLE,,DIETRICH,,1950,3,16
SABINE,,SCHWARZ,,1973,6,29
ANDREA,ANKE,LANGE,,1940,8,25
ERIKA,,RICHTER,,1988,2,4
UTE,,HARTMANN,,1936,1,15
KARIN,,ZIEGLER,,1970,5,31
ANNA,,KRAUSE,,1970,10,25
RENATE,,WEISS,,1989,12,6
ERIKA,,WEBER,,1964,12,13
MONIKA,,MEYER,,1956,7,18
CLAUDIA,,MUELLER,,1959,4,3
NICOLE,,SCHMIDT,,1975,12,13
MARTHA,,MEIER,,1959,8,8
SUSANNE,,KOCH,,1981,12,31
GISELA,,WEBER,,1965,8,4
BIRGIT,,KOEHLER,,1994,5,8
BRIGITTE,,SCHNEIDER,,2000,8,6
ERIKA,,SCHWWRZ,,1991,8,9
CHRISTA,,SCHUBERT,,1967,9,8
BIRGIT,,BOEHM,,1973,7,14
INGE,,MOELLER,,1951,12,27
GERTRUD,,LEHMANN,,1966,8,19
SABINE,,STEIN,,1987,12,5
ILSE,,KELLER,,1935,8,15
HANNELORE,,BECKER,,1945,11,17
CLAUDIA,,BAUER,,1976,10,27
MONIKA,,MUELLEF,,1950,11,15
CHRISTA,,LORENZ,,1991,12,27
SABINE,,FRANKE,,1988,3,3
KATHARINA,,KAISER,,1970,8,7
HELGA,,KOEHLER,,1958,5,20
ANDREA,,ZIMMERMANN,,1933,10,27
URSULA,,KLEIN,,1958,9,2
URSULA,,WAGNER,,1977,4,17
ILSE,,WAGNER,,1958,10,8
ANGELIKA,,NEUMANN,,1985,1,6
BAERBFEL,,BERGER,,1973,1,22
BRITTA,,FISCHER,,1935,2,14
ERNA,,ENGEL,,1936,5,10
JUTTA,,KLEIN,,1976,6,9
RUTH,,MUELLER,,1986,7,24
YVONNE,,WOLF,,1954,9,15
UTE,,LEHMANN,,1964,4,24
PETRA,,FRANK,,1940,12,8
UTE,,MOELLER,,1997,12,20
MARTHA,,MOELLER,,1989,1,29
SABINE,,WINKLER,,1960,11,25
MONIKA,,WERNER,,1977,8,21
SUSANNE,,LANGE,,1938,11,28
CHRISTINA,,NEUMANN,,1960,11,25
LIESELOTTE,,BECK,,1965,2,7
STEFANIE,,KRAUSE,,1972,3,24
MARIHA,,LEHMANN,,1945,4,17
CLAUDIA,,SCHNEICER,,1959,7,6
KARIN,,OTTO,,2007,3,27
ILSE,,VOIGT,,1983,1,6
ERIKA,,MUELLER,,1954,11,24
GISELA,,WEISS,,1937,12,23
CHRISTINE,,WERNER,,1955,7,25
EDITH,,VOIGT,,1952,1,1
ANJA,,SCHULZ,,1986,8,10
RENATE,,SCHMIDT,,1945,10,23
ELISABETH,,MUELLER,,1962,1,28
NICOLE,,SCHMID,,1966,2,5
ANDREA,,KUEHN,,1992,5,27
URSULA,,GRAF,,1948,4,20
BIRGIT,,MUELLER,,1933,1,13
CHRISTINA,ANNA,FRANKE,,1997,8,13
BARBARA,,FRANK,,1949,5,31
ANCNA,,BERGER,,1929,9,30
SABINE,,FRANK,,1931,4,72
MARIA,,SCHAEFER,,1950,6,28
ELISABETH,,PETERS,,1943,2,9
INGRID,,SIMON,,2007,2,17
INGRID,,MEYER,,1967,5,6
PETRA,,FRANK,,1985,5,30
ERIKA,,MOELLER,,2004,5,29
ANDREA,,ALBRECHT,,1989,6,2
ANGELIKA,,SCHMIDT,,2014,11,26
SABINE,,MUELLER,,1975,6,13
ANDREA,,SCHNEIDER,,1951,1,26
SIGRID,,SCHMIDT,,1962,5,7
PETRA,,NEUMANN,,2004,4,18
MARIA,,WOLF,,1988,3,25
KATHRIN,,BECKER,,1941,6,30
SUSANNE,,WAGNER,,1939,9,4
GABRIELE,,BAUMANN,,1959,4,23
ERIKA,,SCHMIDT,,1924,9,17
SILKE,ILSE,PETERS,,1943,12,12
MONIKA,,MUELLER,,1982,8,23
JUTTA,CHRISTA,SCHUMACHER,,2006,11,9
PETRA,,SCHMITT,,1931,5,27
ELKE,,MAIER,,1986,3,2
PETRA,,SCHULZ,,1988,4,26
NICOLE,,FRANKE,,1931,4,26
MONIKA,,BRAUN,,1990,5,11
ELKE,,SCHWARZ,,1994,5,21
RUTH,,MEIER,,1961,1,29
ANNA,,SCHMIDT,,1936,7,13
ANNA,,SCHWARZ,,1948,3,7
MONIKA,,VOGT,,1958,10,3
PETRA,,SCHULTE,,1948,3,8
KARIN,,SCHMIDT,,1951,10,28
CHRISTINE,,SCHMIDT,,1993,9,18
SABINE,,FISCHER,,1926,10,22
BRIGITTE,,KOCH,,1967,2,25
ANDREA,,SCHULTE,,1992,6,30
KATHRIN,,MUELLER,,1976,10,9
ULRIKE,,FRANKE,,1974,9,20
BAERBEL,,BERGMANN,,1948,8,12
UTE,,WEISS,,1979,5,13
GERTRUD,,MEYER,,1971,11,12
ILSE,,BECKER,,1950,10,28
PETRA,,SCHMIDT,,1940,1,13
ELKE,,SEIDEL,,1956,3,3
KARIN,,FISCHER,,1975,4,14
MONIKA,,WERNER,,1944,11,19
URSULA,,SCHAEFER,,1929,6,17
BRIGITTE,,WINTER,,1983,5,16
RENATE,,VOGEL,,1942,8,11
STEFANIE,,HAHN,,1994,5,13
HELGA,,SCHULZ,,1963,4,11
INGRID,,JUNG,,1976,5,30
ELKE,,LANGE,,1996,4,19
ERIKA,,FISCHER,,1947,4,17
ELKE,,NEUMANN,,1965,4,22
ANNA,,MEYER,,1982,7,25
MARTINA,,FRIEDRICH,,1984,10,9
ASTRID,,BECKER,,1987,8,29
ERNA,,KOERTIG,,1927,10,29
GISELA,,ENGEL,,1929,3,29
ILSE,,KRAUSE,,1950,1,7
ROSEMARIE,,FRANKE,,1935,10,19
ERIKA,,BERGER,,1989,10,10
MARTINA,,SCHNEIDER,,1990,11,17
GABRIELE,,MEYER,,1971,10,15
INGRID,,MUELLER,,1937,7,3
ERNA,,RICHTER,,1956,1,8
NICOLE,,FRANJE,,1931,4,26
KARIN,,WOLF,,2001,9,16
BRIGITTE,,OTTO,,1989,4,23
ELFRIEDE,MARTHA,SCHULZE,,1998,1,5
INGRID,,BECKER,,1927,10,2
JUTTA,,FISCHER,,1944,2,12
HELGA,,BUSCH,,2004,7,17
JUTTA,,BECKER,,1997,6,1
MONIKA,,WEBER,,1939,6,11
MARIA,,JUNG,,1980,12,26
FRIEDA,,HERRMANN,,1959,10,18
ILSE,,HAAS,,1940,4,15
KARIN,ANDREA,MUELLER,,1984,8,6
CLAUDIA,,KAISER,,2005,6,8
ILSE,,GROSS,,1995,2,9
CHRISTINE,,MEYER,,1978,2,12
KERSTIN,,MUELLER,,1962,6,2
CLAUDIA,PETRA,KRAUSE,,1956,12,28
GERTRUD,ERIKA,SOMMER,,1983,1,17
SUSANNE,,KRAEMER,,1943,3,11
BRIGITTE,CHRISTA,SCHNEIDER,,1949,10,28
NICOLE,,MUELLER,,1961,9,4
UTE,,BECK,,1982,9,27
SUSANNE,,HAHN,,1932,12,5
BAERBEL,,LORENZ,,1971,6,1
INGRID,,MUELLER,,1970,9,4
BIRGIT,PETRA,HEINRICH,,1989,9,25
BIRGIT,,KRAASE,,1969,2,11
BARBARA,,WEBER,WEBER,2008,9,7
ANJA,,SCHROEDER,,1967,10,4
ELISABETH,,SCHNEIDER,,1966,10,24
INGEBORG,,SCHULZE,,1939,5,20
MARIA,,HARTMANN,,1971,1,3
KARIN,,FRANK,,1953,6,2
CHRISTA,,KRAUSE,,1972,8,26
BRIGITTE,,GROSS,,1964,7,18
CHRISTA,,STEIN,,1974,3,20
ERNA,,SCHNEIDER,,2000,3,15
GABRIELE,,WAGNER,,1987,2,25
ANJA,,HOFFMANN,,1959,3,29
ELISABETH,,GROSS,,1925,2,18
ILSE,,KAISER,,1954,8,29
ERIKA,,SCHMIDT,,1999,11,11
ANGELIKA,ANDREA,KRAEMER,,1962,5,9
CHRISTA,,BAUMANN,,1956,4,6
ELISABETH,,SCHMID,,1964,3,14
CLAUDIA,,MUELLER,,1964,2,3
ANDREA,,WALTER,,1996,8,30
MARGARETE,,FISCHER,,2007,2,5
NICOLE,,SCHNEIDER,,1961,2,10
CHRISTINE,,BAUER,,1952,12,9
ANDREA,,MEYER,,1939,5,22
ILSE,,MAYER,,1977,2,28
ELFRIEDE,,SCHMIDT,,1990,9,10
BIRGIT,,SCHAEFER,,1975,9,8
INGRID,,SCHMIDT,,1997,7,10
RENATE,,SCHMITT,,1939,8,22
ERIKA,,SEIDEL,,1975,3,24
HELGA,,MUELLER,,1997,10,15
CLAUDIA,,KRAUSE,,1971,3,4
RITA,,MEYER,,1967,5,29
MANUELA,,LORENZ,,1992,1,1
FRIEDA,,HOFFMANN,,1982,11,21
ELISABETH,GISELA,SCHNEIDER,,1944,6,8
KARIN,,BAUER,,1964,7,9
URSULA,,BECK,,1943,4,14
HELGA,,SCHNEIDER,,1962,7,28
CHRISTA,,WALTER,,1963,7,5
URSULA,,KRAEMER,,1983,7,20
SABINE,,WERNER,,1948,7,10
BIRGIT,,MUELLER,,1949,12,3
KATHARINA,,LEHMANN,,1955,9,8
FRIEDA,,MUELLER,,1960,4,22
INGRID,,SCHMIDT,,1994,10,15
ILSE,,BOEHM,,1982,11,20
SABINE,,SCHROEDER,,1982,10,25
SILVIA,,SCHMIDT,,1937,6,26
URSULA,,BAUER,,1958,1,11
SABINE,,HOFMANN,,1949,6,8
RENATE,,MUELLER,,1936,3,27
CHRISTA,,FRANK,,1958,4,10
ELKE,,SCHAEFER,,1949,1,25
INGRID,,KLBIN,,1925,4,5
MONIKA,KARIN,MUELLER,,1967,7,22
SABINE,,BUSCH,BECKER,1981,6,21
JULIA,,SCHMIDT,,1994,2,20
ERIKA,,WOLFF,,1941,8,8
KATHARINA,,BAUER,,1938,10,19
HELGAX,,BECKER,,1930,10,15
GERDA,,RICHTER,,1944,2,13
NICOLE,,SCHMITZ,,1931,6,14
CHRISTA,,WEBER,,1991,9,1
HELGA,,HAAS,,1982,9,30
URSULA,,SCHMITT,,1972,4,25
SUSANNE,,SCHMITZ,,1999,5,13
MELANIE,,GRAF,,1956,3,13
MONIKA,,WEBER,,1999,10,26
WALTRAUD,,KAISER,,1942,11,12
HELGA,,WEISS,,1952,1,12
KERSTIN,,SIMON,,1982,2,21
GERTRUD,,MAIER,,1987,6,13
PETRA,,SCHMID,,1929,12,4
WALTRAUD,,SCHMIDT,,1991,6,28
NICOLE,,SCHAEFER,,1959,10,13
ELISGABETH,,WEBER,,1978,8,24
SABEINE,,ENGL,,1970,2,21
ELKE,,SCHMIDT,,1942,8,8
INGRID,,HARTMANN,,1960,10,25
JULIA,,KUHN,,2005,2,19
INGEBORG,,WEBER,,1944,1,20
HILDEGARD,,FRIEDRICH,HOFFMANN,1945,7,8
ANDREA,,SEIDEL,,1968,6,12
CLAUDIA,,NEUMANN,BECKER,1943,3,29
BRIGITTE,,PETETRS,,1973,8,27
GERTRUD,,WAGNER,,1931,4,15
SUSANNE,,MUELLER,,1965,7,22
GISELA,,WEBER,,1979,12,25
GERTRUD,,MUELLER,,1964,7,11
ANNA,,MUELLER,,1914,10,29
ANDREA,,SCHWARZ,,1927,10,4
URSULA,,WERNER,,1935,7,21
GERTRUD,,JUNG,,1976,5,11
CHRISTEL,,WOLF,,1955,4,8
DANIELA,,KLEIN,,1924,2,19
ERNA,PETRA,VOGT,,1959,7,17
PETRA,,SCHUMACHER,,1928,10,17
CLAUDIA,,KLEIN,,1940,3,22
PETRA,,HARTMANN,,1935,9,8
STEFANIE,,FISCHER,,1963,12,4
HANNELORE,,ZIEGLRR,,1999,2,4
KARIN,,WEBER,,1958,7,14
HELGA,,HAAS,,1939,7,31
ILSE,,FRANK,,1967,12,3
JOHANNA,,ZIMMERMANN,,1948,8,27
BIRGIT,,NEUMANN,,1991,7,31
SUSANNE,,HERRMANN,,1963,10,14
MELANIE,,HOFMANN,,1966,6,14
WALTRAUD,,KUEHN,,1936,11,23
ANDREA,,WOLF,,1974,2,16
ANGELIKA,,SCHMIDT,,1957,12,15
ANXJA,,KLEIN,,1954,9,28
HANNELORE,,SCHOLZ,,2008,2,8
KATJA,,BAUER,,2001,6,10
PETRA,,LEHMANN,,1978,9,12
GISELA,,GUENTHER,,1938,10,30
URSULA,,JUNG,,1971,10,9
ANNELIESE,,WERNER,,1996,7,22
CORNELIA,,HEINRICH,,1980,1,2
SUSANNE,,SCHULZ,,1965,12,9
ELISABETH,,VOGT,,1958,8,5
MARGARETE,,MUELLER,,1956,3,8
GERDA,,MUELLER,,1957,9,4
HELGA,,WERNER,SCHULZ,1956,4,11
MONIKA,,KRAUSE,,1987,7,1
HILDEGARD,,STEIN,,1966,1,24
NADINE,,JUNB,,2007,11,4
HELGA,KATHARINA,KLEIN,,1951,4,18
GABRIELE,,LANGE,,1940,3,26
ANNA,,BERGER,,1955,5,23
MARIANNE,,MEIER,,1978,10,14
GERTRUD,ELKE,MEYER,,1970,2,16
HELGA,,SCHMITZ,,1937,1,31
KATHRIN,,SCHAEFER,,1972,7,13
CHRISTA,,WALTER,,1963,1,8
ERIKA,,WEBER,,1948,9,1
CHRISTEL,,SCHULZ,,1962,2,5
KARWIN,,MEYER,,1950,5,12
CLAUDIA,KARIN,MUELLER,,1987,4,1
TANJA,,RICHTER,,1980,6,30
CHRISTA,,WEISS,,1992,12,3
MARIA,,SCHMITT,,1985,4,18
HILDEGARD,,GRAF,,1971,12,14
RENATE,,DIETRICH,,1970,5,4
KARIN,,KELLER,,1941,3,15
BIRGIT,,FRANK,,1971,6,20
ANNA,,WOLF,,1961,6,7
KARIN,,KAISER,,1998,12,8
MARIA,,MEIER,,1980,2,4
CHRISTA,,RICHTER,,1962,7,21
CHRISTA,,WALTER,,1964,2,25
KATHRIN,,FUCHS,,2002,12,19
HELGA,,DIETRICH,,1973,5,8
KARIN,,HOFFMANN,,1950,5,6
INGE,,MUELLER,,1964,12,15
SUSANNE,,RICHTER,,1998,6,23
ANGELIKA,,HEINRICH,,1982,6,25
KARIN,,SCHMIDT,,1944,8,29
BRIGITTE,,HAHN,,1998,4,30
SUSANNE,,HORN,,1961,1,11
GISELA,,MUEOLER,,1942,6,16
HELGA,,SCHNEIDER,,1993,6,25
ULRIKE,,SCHMID,,1934,4,25
INGRID,,KUHN,,1936,1,11
PETRA,,STEIN,,1990,6,5
GISELA,,VOIGT,,2004,11,16
INGRID,,HOFFMANN,,1953,6,8
KATHRIN,,MEIER,,1932,6,28
ILSE,,MUELLER,,1973,7,3
INGEBORG,,SCHAEFER,,1971,7,19
GERTRUD,,OTTO,,1939,7,10
ELKE,,SCHOLZ,,1938,8,18
KERSTIN,,KUHN,,1961,4,19
ANDREA,,SCHWEARZ,,1960,4,8
RENATE,,LUDWIG,,1998,12,26
ANGELHIKA,,SEIDEL,,2004,6,29
KATHRIN,,SCHMITT,,1980,9,8
SABINE,,SCHMITT,,1976,11,1
URSULA,,LORENZ,,1947,12,20
PETRA,IRMGARD,KAISER,,1949,2,3
ANDREA,,ZIMMERMANN,,1995,9,6
URSUOLA,,JUNG,,1971,10,9
ELISABETH,,SCHMID,,1937,4,15
CHRISTA,,MUELLER,,1948,9,12
HILDEGARD,,LEHMANN,,1967,8,1
BAERBEL,,ENGEL,,1987,11,6
ANDREA,,SCHMIDT,,1958,4,27
SABINE,,FISCHER,,1943,2,9
GERTRUD,,WAGNER,,1979,9,14
INGRID,,SCHULZ,,1965,3,29
SABINE,,WEBER,,1960,9,20
MARGARETE,,HUBER,,1944,6,3
HELGAE,,SCHNEIDER,,1993,6,25
URSULA,,WINKLER,,1991,12,3
BIRGIT,,RICHTER,,1998,1,3
NICOLE,,SCHMIDT,,1998,8,16
UTE,,PFEIFFER,,1939,5,17
GERDA,,BOEHM,,1961,1,22
ELKE,,HOFFMANN,,1928,12,27
ILSE,,VOIGT,,1979,8,27
SABINE,,BECKER,,1968,5,1
ILSVE,,SCHOLZ,,1949,7,21
CHRISTINA,,MURLLER,,1993,9,17
ANGELIKA,,SEIDEL,,2004,6,29
HERTHA,CLAUDIA,LORENZ,,1978,7,18
MARGARETE,BRIGITTE,MUELLER,,1978,8,22
BIRGIT,,MEYER,,1966,9,27
ANDREA,,MUELLER,,1994,6,29
SUSANNE,,HERRMANN,,1950,7,12
DORIS,,KRAEMER,,1984,5,10
ANNA,,SOMMER,,1981,7,8
MARIANNE,,ALBRECHT,,1926,8,3
INGRID,HELGA,KRAUSE,,2004,4,20
BRIGITTE,,MAIER,,1941,1,8
MONIKA,,SCHULZ,,1968,4,28
INGRID,ANKE,SCHAEFER,,1969,2,28
MARTHA,,MEYER,,1949,6,6
ANNA,,MUELLER,,1957,6,3
PETERA,,KAISER,,1999,5,30
ANJA,,SCHULZE,,1956,5,10
URSULA,,WAGNER,,1996,9,9
PETRA,,MUELLER,,1954,8,30
JOHANNA,,BRAUN,,1940,9,16
STEFANIE,,GRAF,,1941,11,28
URSULA,,SCHNEIDER,,1990,3,24
ERIKA,ANDREA,HOFFMANN,,1928,10,17
BRIGITTE,,SIMON,,2006,8,16
CHRISTA,,SCHAEFER,,1997,11,3
URSULA,,LORENZ,,1957,12,20
MELANIE,,SCHAEFER,,1941,6,25
MAIKE,,WAGNER,,1990,5,1
KARIN,,MUELLER,,1988,8,24
MONIKA,,THOMAS,,1926,2,3
KERSTIN,,VOGEL,,1933,1,16
KARIN,,MEYER,,1950,5,12
CHRISTINE,,FISCHER,,1979,12,19
KARIN,,MEIER,,1968,1,31
SUSANNE,,SCHMIDT,,1970,8,10
SABINE,CHRISTA,SCHOLZ,,1979,7,2
ERIKA,,WINKLER,,1977,11,2
EDITH,,SOMMER,,1949,9,10
WALTRAUD,,MUELLER,,1991,10,16
CHRISTA,,SCHMITZ,,1963,1,4
RENATE,,SCHNEIDER,,1961,7,23
BIRGIT,,FUCHS,,1992,4,15
HILDEGARD,,SCHULZ,,1949,5,23
ANNA,,KRAUSE,,1937,2,28
MARTHA,,LANGE,,1986,6,10
ANJA,,LORENZ,,1966,12,1
SABINE,,ENGEL,,1948,2,21
KARIN,,MEYER,,1962,11,6
MARION,,SCHAEFER,,1966,6,22
JUTTA,,SCHWARZ,,1933,7,20
ANNA,,LEBMANN,,2006,2,9
MONIJKA,,VOGT,,1958,10,3
BETTINA,,ZIMMERMANN,,1996,3,25
KARIN,,SCHMIDT,,1970,9,27
ANJA,,SCHNEIDER,,2002,12,16
MONIKA,,WEBER,,1952,12,24
KERSTIN,,SOMMER,,1993,5,25
RENATE,,MEIJER,,1950,3,13
ILSE,CHRISTINA,MUELLER,,1976,7,15
CHRISTA,,SCHUBERT,,1928,4,19
HEIKE,,BERGER,,1963,7,13
KARIN,,JUNG,,1960,11,12
INGRID,,MUELLER,,1958,12,8
SANDRA,,FISCHER,,1964,12,30
ANNA,,LUDWIG,,1950,5,26
GISELA,,ZIMMERMANN,,1952,5,22
EDITH,,KOEHLER,,1944,12,25
NICOGLE,,SCHMITZ,,1931,6,14
SABINE,,SCHMIDT,,1970,12,16
SABINE,,MEYER,,1988,5,1
HANNELORE,,SCHUSTER,,1970,5,8
GERTRUD,,MYAER,,1952,2,27
KARIN,,SCHWARZ,,1994,8,18
RENATE,,HOFMANN,,1963,8,9
ANGELA,,SAUER,,1932,2,7
CHRISTA,MARTINA,SCHNEIDER,,1954,10,6
SABINE,,WERNER,,1939,11,28
HEIKE,,ZIMMERMANN,,1976,4,15
HELMGA,,SCHMITZ,,1970,1,8
CLAUDIA,,MUEOLER,,1959,4,3
ANDREA,MARIA,KOERTIG,,1963,6,24
ANNELIESE,,HEINRICH,,1974,8,9
ANDREA,,WOLF,,2003,10,23
ERIKA,,LANG,,1957,1,22
ANGELIKA,,FRANK,,1954,3,10
ANDREA,,SCHMIDT,,1258,4,27
AGNNA,,BECJER,,1970,2,6
ILSE,,MUELLER,BAUER,1987,3,3
INGRID,ILSE,MUELLER,,1971,5,17
CHRISTINE,,SCHMIDT,,1955,4,2
BARBARA,,MAIER,,1978,10,12
INGRID,,JUNG,,1929,1,24
GERDA,,FISCHER,,1981,2,11
SUSANNE,RENATE,SCHNEIDER,,1992,12,27
CLAUDIA,,WOLF,,1989,12,2
MARTHA,,MUELLER,,1952,11,28
ANNA,,BECKER,,1966,10,10
CHRISTINA,,STEIN,,1938,2,9
SABINE,ANJA,SIMON,,1940,10,29
IRMGARD,,VOGDL,,1966,11,12
ERIKA,,SCHAEFER,,1944,8,12
RITA,,MUELLER,,1993,4,18
CHRISTINE,,MUELLER,,1947,1,23
INGRID,,KOCH,,1938,7,13
CHRISTIANE,,SCHMIF,,1982,9,9
CHRISTINA,,NEUMANN,,1998,10,31
KATHRIN,,KRUEGER,,1963,4,26
CHRISTIANE,,SCHNEIDER,,1978,6,5
ANNA,,LORENZ,,2005,5,4
EDITH,,BRANDT,,1952,4,19
INGRID,,SCHMITZ,,1976,2,24
MARTINA,,LANG,,1990,2,9
MARTINA,HEIKE,KUEHN,,1971,11,2
HELGA,,MUELLER,,1960,5,13
KATHRIN,,MEIER,,1946,7,17
NICOLE,,MEYER,,1988,2,27
KATHRIN,,NEUMANN,,1964,2,19
ILSE,,FRANK,,1988,8,28
KATHRYIN,,SCHMIDT,,1964,10,20
